FOR_Fields_Key,FOR_Field,FOR_Description,FOR_Fields_Time
34548f391640bd77fd1177e5279c9afd,380114,Public economics - publicly provided goods,2024-07-10
00347b260c556fac999d3db5d4e35a8d,380115,Public economics - taxation and revenue,2024-07-10
884d2947df4d74ab87d2cf7c5a90af3c,380116,Tourism economics,2024-07-10
33cb6a780ba29f4f2039faf0e3941692,380117,Transport economics,2024-07-10
c86fad7f7aaf6c59dd493a65a0852680,380118,Urban and regional economics,2024-07-10
421ef8a7b51ebba83b665e21880f5cde,380119,Welfare economics,2024-07-10
a487c9b74cb3cc5b1529050c5f86f4e9,380199,Applied economics not elsewhere classified,2024-07-10
314063f68c371c277b20bdfc701ff624,380201,Cross-sectional analysis,2024-07-10
6e207cb950afd56900578260d23f207c,380202,Econometric and statistical methods,2024-07-10
6d2b76209c959aaace24b1cdb713ef82,380203,Economic models and forecasting,2024-07-10
43fb95389284298dad72dbd102c07ea7,380204,Panel data analysis,2024-07-10
0ed887fa3aaf930bf3c4bf716ac86147,380205,Time-series analysis,2024-07-10
b2032ce5c8b03e5157320a993778ac40,380299,Econometrics not elsewhere classified,2024-07-10
32d4d8df25a4d20cc801336137732213,380301,History of economic thought,2024-07-10
5f3c346a6cdde7c2dbdb854613c77cf2,380302,Macroeconomic theory,2024-07-10
dd5e2b045834202a565cbc3a8db93e9d,380303,Mathematical economics,2024-07-10
6ae9048c6b42ca2bdf9bb399c53a89a9,380304,Microeconomic theory,2024-07-10
d1ab4b46eccc1dbe498772306f71e6ab,380399,Economic theory not elsewhere classified,2024-07-10
20dc0c5e8014fd834ecd21add8cb71ef,389901,Comparative economic systems,2024-07-10
15b575aba57b4706cfef19c0b68e380d,389902,Ecological economics,2024-07-10
03f5820c4ee4c142ab72e0a9ef92eaa1,389903,Heterodox economics,2024-07-10
9172deadaf29461ed4d0672e055a2dbf,389999,Other economics not elsewhere classified,2024-07-10
789c29a9a11a340dab95f6ffb510ee60,390101,"Creative arts, media and communication curriculum and pedagogy",2024-07-10
b5beef5550dd1b768567e9113390b1a9,390102,Curriculum and pedagogy theory and development,2024-07-10
c8e74bde8423dc63e67cdc19f9034ca0,390103,"Economics, business and management curriculum and pedagogy",2024-07-10
6a21e7450cc2804fdabc6401e3844b33,390104,"English and literacy curriculum and pedagogy (excl. LOTE, ESL and TESOL)",2024-07-10
70e36a157c96b7187e8efe75f168f9b9,390105,Environmental education curriculum and pedagogy,2024-07-10
66e5b430ed193b3c97e183de252d4adc,390106,Geography education curriculum and pedagogy,2024-07-10
adab6fcef74f7b2c8ee433bb20ab2c0a,390107,"Humanities and social sciences curriculum and pedagogy (excl. economics, business and management)",2024-07-10
c4b614e3ea1c1411986d3257218fb50c,390108,"LOTE, ESL and TESOL curriculum and pedagogy",2024-07-10
9f1c1cb0fc3f1d850e11f213056c8604,390109,Mathematics and numeracy curriculum and pedagogy,2024-07-10
8b4f7a6d29eb7f4637534d58edfbb874,390110,"Medicine, nursing and health curriculum and pedagogy",2024-07-10
ffdde7b10e33fa64f2065e4f5c6c2102,390111,Physical education and development curriculum and pedagogy,2024-07-10
5a9470226d17a07538cfe8425ffba287,390112,Religion curriculum and pedagogy,2024-07-10
a7c87a57bbb0b5a994491d48ade5ccd9,390113,"Science, technology and engineering curriculum and pedagogy",2024-07-10
810a968c2c8a33d15407fc825666052c,390114,Vocational education and training curriculum and pedagogy,2024-07-10
85b266fbbb8bac0f101bd9fa03cb192f,390115,Work integrated learning (incl. internships),2024-07-10
ec498d06eab6ddffc050eae1d2062a3e,390199,Curriculum and pedagogy not elsewhere classified,2024-07-10
f86a9f82fe864a4097fd49382beb3144,390201,Education policy,2024-07-10
37e63c097060252bbce5ef1ca3ce3aaa,390202,History and philosophy of education,2024-07-10
dc05203d69407c4e77c87fa27b225eef,390203,Sociology of education,2024-07-10
aebd30965f7d2d9f1abc18f4a6a4fcb9,390299,"Education policy, sociology and philosophy not elsewhere classified",2024-07-10
e1c70f33ea7949790b82bea54160a511,390301,Continuing and community education,2024-07-10
bf268646885b7f8fa19c5ad085f7d443,390302,Early childhood education,2024-07-10
6a32cbafcc04bb058733b5f06f88b89d,390303,Higher education,2024-07-10
6bf3e08dc93915ecefa52d08164426e7,390304,Primary education,2024-07-10
50326fef1e3b775706d0512a256bf792,390305,Professional education and training,2024-07-10
e639633851413be3d5159f8c9712e039,390306,Secondary education,2024-07-10
5a6fc2eb7b5f1b43bb373c7b94831dff,390307,Teacher education and professional development of educators,2024-07-10
5ba5ef0c4f43f7ce96e49ac9bc7957ee,390308,"Technical, further and workplace education",2024-07-10
debd96003daf406496946c65693166ba,390399,Education systems not elsewhere classified,2024-07-10
a5228608556bd5a760ec101c174af849,390401,Comparative and cross-cultural education,2024-07-10
8ae4b13f2683cfc06a0dc9f0725c80b0,390402,Education assessment and evaluation,2024-07-10
040d3d534731bc59248d236d654ee63a,390403,"Educational administration, management and leadership",2024-07-10
0f2a4dac2d2eab08974187841e5664e7,390404,Educational counselling,2024-07-10
d8d3f84100558e097e606d9e1a7270a6,390405,Educational technology and computing,2024-07-10
ab57fba1f6f82d96c4715182fb27b7d0,390406,"Gender, sexuality and education",2024-07-10
57ec25cf8883168ef0aa8500cd25391e,390407,Inclusive education,2024-07-10
5513cc2957b8bbf4b77a60cd6f9989f2,390408,Learning analytics,2024-07-10
5b4541b3e73f2568d506a20ae0f1273f,390409,Learning sciences,2024-07-10
2be70760690b619292e9143b3898898b,390410,"Multicultural education (excl. Aboriginal and Torres Strait Islander, Māori and Pacific Peoples)",2024-07-10
0f79e96a255c4dfa8c342bb7388e02b5,390411,Special education and disability,2024-07-10
59e0962e7f7445612f52f8720e909182,390412,Teacher and student wellbeing,2024-07-10
808f7e7459d675028c2ce7e731f2bea9,390499,Specialist studies in education not elsewhere classified,2024-07-10
6a2b50e288940201e5dd527a028ba2ad,399999,Other education not elsewhere classified,2024-07-10
3d88971477446185a8e572d0f96b54a0,400101,Aerospace materials,2024-07-10
6be707d4b05ff6f2b3300f9d377ceaa2,400102,Aerospace structures,2024-07-10
d1dc85c25ceda8704e57d3e639bb0878,400103,Aircraft performance and flight control systems,2024-07-10
47d7d89a1a53aa79d8fd78504c81decc,400104,Avionics,2024-07-10
bf4a54197b23998d595c4ac6fb6ebaec,400105,Flight dynamics,2024-07-10
9ac8f16d69a6aa8cda5331490e41f4d4,400106,Hypersonic propulsion and hypersonic aerothermodynamics,2024-07-10
37f780cea428f35904dd888625416376,400107,"Satellite, space vehicle and missile design and testing",2024-07-10
d3291e444ebe5157d09aa2b70c0fce47,400199,Aerospace engineering not elsewhere classified,2024-07-10
63ac7c0c8069cd339153c8097fedbd8a,400201,Automotive combustion and fuel engineering,2024-07-10
06274b31ddbdd1d4682d7697464107dc,400202,Automotive engineering materials,2024-07-10
3ef448572ad491421097b248ab7e0a48,400203,Automotive mechatronics and autonomous systems,2024-07-10
a8be41ed0f929c128540158c74fb4eff,400204,Automotive safety engineering,2024-07-10
5eb165ea8fb3d192d9bf7ad600539454,400205,Hybrid and electric vehicles and powertrains,2024-07-10
95eeb1b5d4e3ff908dd329e39d8c822b,400299,Automotive engineering not elsewhere classified,2024-07-10
b7e170095fe8f483f0b2a0950f9a71dd,400301,Biofabrication,2024-07-10
8422fc5e61e29d8f5aabff805f31d384,400302,Biomaterials,2024-07-10
f294e5c99b2c6863f31fdf2db1a6f583,400303,Biomechanical engineering,2024-07-10
6cc84cfba09801fa77f2178065bede8f,400304,Biomedical imaging,2024-07-10
e1d7471d480af0b8b38128fa73c0d9f4,400305,Biomedical instrumentation,2024-07-10
58755e81f41452a53b8cb68eba207122,400306,Computational physiology,2024-07-10
3827183cef23a7440bd62789c67aae36,400307,Mechanobiology,2024-07-10
af074151aa04db1d90844f487ad799bc,400308,Medical devices,2024-07-10
864c244e01ec336e06cef5625dcc484e,400309,Neural engineering,2024-07-10
cdb6f486ae7be635b272d77462f5e631,400310,Rehabilitation engineering,2024-07-10
909297261fbb71c1625114512ef1f7a9,400311,Tissue engineering,2024-07-10
ed9c7926fb706b436e6ee08e331418d0,400399,Biomedical engineering not elsewhere classified,2024-07-10
9fbe545a8997556d8534e616387c2a0b,400401,Carbon capture engineering (excl. sequestration),2024-07-10
fb4510290bff2c3dfd3fbf2ba38cf3cb,400402,Chemical and thermal processes in energy and combustion,2024-07-10
dc34a0d2fb7489f32d32e0e0e23f9d44,400403,Chemical engineering design,2024-07-10
76c7127363dedab6de3df6d77918c6b6,400404,Electrochemical energy storage and conversion,2024-07-10
582c5fec59a00e9d724f7f0c96d561da,400405,Food engineering,2024-07-10
17e6caae6308159a353c7de35732ed35,400406,Powder and particle technology,2024-07-10
29b04a24b24c3249c37c7ccdf882e59c,400407,Process control and simulation,2024-07-10
a3a1de90a4b2a534fcbdbd67f06dd3fe,400408,Reaction engineering (excl. nuclear reactions),2024-07-10
c49076de3bbff69761e12dffe4dfbf31,400409,Separation technologies,2024-07-10
e821b1e979244a764292bc2522f04e06,400410,Wastewater treatment processes,2024-07-10
7f5f4dfa16d59dad3b5bf1fa5b2bf5bd,400411,Water treatment processes,2024-07-10
1ddffd29c0da8e49a4e2a797c42d1cd2,400499,Chemical engineering not elsewhere classified,2024-07-10
254a5946e0b3850e33532a4f18fd9bee,400501,Architectural engineering,2024-07-10
19581aa371a687823cd7840e58087492,400502,Civil geotechnical engineering,2024-07-10
cd8ccec47f127ed46518b98bf250ccf3,400503,Complex civil systems,2024-07-10
78ac93eda2ea70485f73b6f65c928289,400504,Construction engineering,2024-07-10
0a744585b0865ddb31001000b042c6e3,400505,Construction materials,2024-07-10
c214ecd86448ce18547a537f4fa33bae,400506,Earthquake engineering,2024-07-10
b4554981d8b27797c7a351d95fa414ef,400507,Fire safety engineering,2024-07-10
29be77b7204fcd2b4dfe1632c21583e8,400508,Infrastructure engineering and asset management,2024-07-10
936fd3015a7a59b3d68eef5714d5e545,400509,Structural dynamics,2024-07-10
d477fe80c0dc2ec8ca57fc3a2b8bb272,400510,Structural engineering,2024-07-10
9d1c84ce5caf09d6d1fe80a1063ca6a2,400511,Timber engineering,2024-07-10
c5c4ea42fcd7df3218e087c71e8c429a,400512,Transport engineering,2024-07-10
0ffc5ccc97b0886c5b2f0e10d83295be,400513,Water resources engineering,2024-07-10
c6d4a87a3b0027a18ab3317154d789f3,400599,Civil engineering not elsewhere classified,2024-07-10
e2bfda5fe33d9c72aad73ba7b1cd5dba,400601,Antennas and propagation,2024-07-10
13c59dfb4fd005bf9fbc079009c1cc68,400602,Data communications,2024-07-10
1c9998f7a557ab6daaeedb7062d32dbe,400603,"Molecular, biological, and multi-scale communications",2024-07-10
6f552894a7e836739cf42a9457c989e0,400604,Network engineering,2024-07-10
34a4e2ebb4dfaa6a56bc60f33e3f6143,400605,Optical fibre communication systems and technologies,2024-07-10
5a6311712df74802c617e8b1ac98f3e1,400606,Satellite communications,2024-07-10
a39b163e04de9a3fdfe54a3a235ec961,400607,Signal processing,2024-07-10
81d64edb7df3bfb27007e4d752266039,400608,Wireless communication systems and technologies (incl. microwave and millimetrewave),2024-07-10
4676cd20b22b19c1fc7e1544906f2851,400699,Communications engineering not elsewhere classified,2024-07-10
1c5499c3eb9c4780f95fa82da7e81625,400701,Assistive robots and technology,2024-07-10
3f8bd3346416248ddc22f4f3f8345217,400702,Automation engineering,2024-07-10
a66579fd389109f489c6bbf74ba07a69,400703,Autonomous vehicle systems,2024-07-10
f46657d67e7a3de02f64013bfcbd932c,400704,Biomechatronics,2024-07-10
09d10ee585827e6617303c927372caa9,400705,Control engineering,2024-07-10
dc2f48ccc19cbe83a22e2344b32a99aa,400706,Field robotics,2024-07-10
7b42f08ccab4960ab1cba560b0451a9c,400707,Manufacturing robotics,2024-07-10
52dd64a6175f8390734c53557858afba,400708,Mechatronics hardware design and architecture,2024-07-10
269fdcc0cd1e06a41b270e69d5a264e6,400709,Medical robotics,2024-07-10
cca8068102618249803b75efe7410da3,400710,Micro-manipulation,2024-07-10
df593416d19a5b7d12b8830f1b1ac40a,400711,"Simulation, modelling, and programming of mechatronics systems",2024-07-10
4359d5b3774b6e8139486a2f6944e6e1,400799,"Control engineering, mechatronics and robotics not elsewhere classified",2024-07-10
b5058bc4d5eb1f94e4cd400664ab08c1,400801,Circuits and systems,2024-07-10
a71c0b1245e16f459992c1a6fb6b8955,400802,Electrical circuits and systems,2024-07-10
5b86c2fbfb18e94a98c3fefdc6c4698d,400803,"Electrical energy generation (incl. renewables, excl. photovoltaics)",2024-07-10
dccb56e6b0b5fb21cc7920db7b825e68,400804,Electrical energy storage,2024-07-10
9ab1feb1115dde68542a55e2caa63dff,400805,"Electrical energy transmission, networks and systems",2024-07-10
b3bc7ccd16c853287c92ac8a91bf127c,400806,Electrical machines and drives,2024-07-10
17d768e412db75d9a806f849da362cea,400807,Engineering electromagnetics,2024-07-10
562a032a1092bba25b0e12e5cef6eb4b,400808,Photovoltaic power systems,2024-07-10
660efcc153b8f1b83f0e7b7293a6739d,400899,Electrical engineering not elsewhere classified,2024-07-10
970c310aaa524570acb46d637b06849a,400901,Analog electronics and interfaces,2024-07-10
fe2918a325234cb5ba6714e538d7e0f3,400902,Digital electronic devices,2024-07-10
15c3189343ecfed295e773c9a86db318,400903,Digital processor architectures,2024-07-10
740886d44ea36378cebea2b2dd563b0f,400904,"Electronic device and system performance evaluation, testing and simulation",2024-07-10
d2a2dc28a8dc9a10dbd8c566c3fd521f,400905,Electronic instrumentation,2024-07-10
d03d164e3a037c9462bb3b7801263813,400906,Electronic sensors,2024-07-10
243d7368f7f6f7fc9199e98b36f87dd3,400907,Industrial electronics,2024-07-10
48c7d25697480dc0117cb5bd25010943,400908,Microelectronics,2024-07-10
a2632e7d8bbc0b5567334fd6bb68604f,400909,"Photonic and electro-optical devices, sensors and systems (excl. communications)",2024-07-10
59015be0ab1203af375a4af4b86c43d5,400910,Photovoltaic devices (solar cells),2024-07-10
12fb07b923ec6a690f97905c1dc52675,400911,Power electronics,2024-07-10
20d7a7af617f388ed55967fda69ba9b1,400912,Quantum engineering systems (incl. computing and communications),2024-07-10
1d9dd5fbd37bfc96ff2960894a3730ef,400913,Radio frequency engineering,2024-07-10
aad27be264246b6c0d2f1d131d7d2c6c,400999,"Electronics, sensors and digital hardware not elsewhere classified",2024-07-10
6f3343c943712f3822842f290afab857,401001,Engineering design,2024-07-10
919285a1ee59546de33e036caadad3cb,401002,Engineering education,2024-07-10
878b4140ebdb1b79f378d2cf0cc3245c,401003,Engineering practice,2024-07-10
d50ab083fd55d162e156283e2d706fe7,401004,Humanitarian engineering,2024-07-10
31e347473513835d02843d0b04faa523,401005,Risk engineering,2024-07-10
f01b194bcaa1d6b9d98eecbcae3a976d,401006,Systems engineering,2024-07-10
65a743355708db7e6e17c81dfcdad9fb,401099,Engineering practice and education not elsewhere classified,2024-07-10
5f13a16fd09b1fb77f8a44f1623c4518,401101,Air pollution modelling and control,2024-07-10
f06361466db270cb9d3468dbf7cf6a67,401102,Environmentally sustainable engineering,2024-07-10
5774e3cb76e3ad4370fba8ad982324c8,401103,Global and planetary environmental engineering,2024-07-10
c92f76025cdbd3d4881ebb907f54a799,401104,Health and ecological risk assessment,2024-07-10
87d851862ed4f8ca05d47338777e5883,401105,Life cycle assessment and industrial ecology,2024-07-10
03fad00fc720f46295f39a831b834fd1,401106,"Waste management, reduction, reuse and recycling",2024-07-10
8cd2db0928fe17f6cd3d93c25ba82309,401199,Environmental engineering not elsewhere classified,2024-07-10
5bf563e8f99ed820f322704e4898df6b,401201,Aerodynamics (excl. hypersonic aerodynamics),2024-07-10
8d5c5768329c5c545739f60fea339b38,401202,Bio-fluids,2024-07-10
776b2b6272da26559be7dacc8d1002e9,401203,Biomedical fluid mechanics,2024-07-10
e38b0cc855b13916ee83564655be0bd1,401204,"Computational methods in fluid flow, heat and mass transfer (incl. computational fluid dynamics)",2024-07-10
45f4897be986f7a5eea5f3c4decf60c3,401205,"Experimental methods in fluid flow, heat and mass transfer",2024-07-10
fe582f20b4d049ffe75cb77adee004de,401206,Fluid-structure interaction and aeroacoustics,2024-07-10
ee9512c12d5c4da705a92f754106143e,401207,Fundamental and theoretical fluid dynamics,2024-07-10
0b723a53542112032535c41ec25caa2e,401208,Geophysical and environmental fluid flows,2024-07-10
069698db1f6dbc8f59594527b32994da,401209,Hydrodynamics and hydraulic engineering,2024-07-10
d58d982643de79028f06de2cf3b228cc,401210,Microfluidics and nanofluidics,2024-07-10
940105b952d46e6ed354c366fe5cf4e3,401211,Multiphysics flows (incl. multiphase and reacting flows),2024-07-10
b02ae57502ef6557cd82550576af6406,401212,Non-Newtonian fluid flows (incl. rheology),2024-07-10
a56b275487b0d09e6ba4c8801e0b2be3,401213,Turbulent flows,2024-07-10
5c5724a4c854cb048168ee0222685aaa,401299,Fluid mechanics and thermal engineering not elsewhere classified,2024-07-10
0fdcf0039aba5cdacf1c15d5e8a975f0,401301,Cartography and digital mapping,2024-07-10
8abfa007b47214e24ccece251588068f,401302,Geospatial information systems and geospatial data modelling,2024-07-10
1a60846c999975a2b2b35964c3f1e117,401303,Navigation and position fixing,2024-07-10
5e879b2ad50395d0cedca8410efd9049,401304,Photogrammetry and remote sensing,2024-07-10
496c966d123e4e91e6d2123beac53203,401305,Satellite-based positioning,2024-07-10
6dc943f2c2dcfd0644a1a28562f2befc,401306,Surveying (incl. hydrographic surveying),2024-07-10
da04039345ec4193fcb890926b5229d7,401399,Geomatic engineering not elsewhere classified,2024-07-10
22880128d34e2ba132d54093577b3e94,401401,Additive manufacturing,2024-07-10
c7254f57bf1a5bbd7a2c2b987130bd28,401402,CAD/CAM systems,2024-07-10
5427fa739c4081bface8d567e58a74ea,401403,Flexible manufacturing systems,2024-07-10
988c273632513cac90b91969496dc04b,401404,Industrial engineering,2024-07-10
47946609050f788427e763a633f2b99d,401405,Machine tools,2024-07-10
c2c99eceb9264db8b3c658a5cecee89e,401406,Machining,2024-07-10
cf86fc83999f1d88cd2a3ddb8d8c514b,401407,Manufacturing management,2024-07-10
5dc838096c51e2616ed02026874b43dc,401408,Manufacturing processes and technologies (excl. textiles),2024-07-10
e6cd07158b088360c1ee77050f1cbe6a,401409,Manufacturing safety and quality,2024-07-10
248d9253cd71cb61c7084597f52a545f,401410,Microtechnology,2024-07-10
508111e6dd00f7c035959ff38c750a0b,401411,"Packaging, storage and transportation (excl. food and agricultural products)",2024-07-10
8dd54f1c7080cd54d6db95479bfcae19,401412,Precision engineering,2024-07-10
098349f4119ea6df5f5459e579d24c44,401413,Textile technology,2024-07-10
065e2fe63a99f2fe29e388a73d652baa,401499,Manufacturing engineering not elsewhere classified,2024-07-10
83fd0f61ebd2166a8c339ccdf7b84045,401501,Marine engineering,2024-07-10
e430809950e077f0a26338dda82e0e86,401502,Naval architecture,2024-07-10
3ac3143d2e8b9d3b27d18b289494449b,401503,Ocean engineering,2024-07-10
0d1c7053be3967ee1fcb3185acb190fe,401504,Ship and platform structures (incl. maritime hydrodynamics),2024-07-10
aa593aa925a0ab4c9a1093d5a3837e38,401505,Special vehicles,2024-07-10
e6d7df10bd3ac77af5984525b2973585,401599,Maritime engineering not elsewhere classified,2024-07-10
68d174e035ecaaa699f54b549b4d97ed,401601,Ceramics,2024-07-10
741bf424dcf90ae9c141c8bb1636fc3b,401602,Composite and hybrid materials,2024-07-10
7288f5509b9c080bac978b6f36a2fac5,401603,Compound semiconductors,2024-07-10
ac232278d08a1e8e77c64c56ba72ef08,401604,Elemental semiconductors,2024-07-10
d81e522aa7ad1b61ae65835143b6c0e0,401605,Functional materials,2024-07-10
e4cb60c0cb6efcb50c7dfc72370c3283,401606,Glass,2024-07-10
dff48f7f26bb04671a8a1f2516af52f7,401607,Metals and alloy materials,2024-07-10
05de2731d4687ac76dc800767d83599e,401608,Organic semiconductors,2024-07-10
9139263affeb4089da0b938249940103,401609,Polymers and plastics,2024-07-10
9a67a7e21476f1cfee5419a1fae13afd,401610,"Timber, pulp and paper",2024-07-10
3482a05b15091336eb37a7e249d1aa35,401611,Wearable materials,2024-07-10
914deb913248dc22f751a5cdecc875ba,401699,Materials engineering not elsewhere classified,2024-07-10
6ff6b132c9e83a11c1e69f4d8c8a132d,401701,Acoustics and noise control (excl. architectural acoustics),2024-07-10
c9d4eb1b8c50314e8fd6549e3dcc6dd0,401702,"Dynamics, vibration and vibration control",2024-07-10
d14ce135ba801c2f0e537d3294a48fae,401703,"Energy generation, conversion and storage (excl. chemical and electrical)",2024-07-10
be34af8400077ee186612f4fe4ef634d,401704,Mechanical engineering asset management,2024-07-10
2a05e5e71db0579120dd5dbe98a00250,401705,Microelectromechanical systems (MEMS),2024-07-10
61feaf17c5f192a16334457f2d6c8b0e,401706,Numerical modelling and mechanical characterisation,2024-07-10
06a1a5db7abdbcafb8de9c27fcb1a608,401707,Solid mechanics,2024-07-10
4e70f281c3a986898fc047129972bd0f,401708,Tribology,2024-07-10
d315f6e146ea2fea50eea01cf0c88f5e,401799,Mechanical engineering not elsewhere classified,2024-07-10
8a2fa12ea689921476c658eb30a2e4f8,401801,Micro- and nanosystems,2024-07-10
d46bd3ef46a572029678e68b2f0c63e0,401802,Molecular and organic electronics,2024-07-10
fb2357ae728031f73d3586dd7edd4007,401803,Nanoelectromechanical systems,2024-07-10
a9f0d7d735447f43063cdaa743c51629,401804,Nanoelectronics,2024-07-10
4b06c53a6d97eab539d8b8fc0be7a458,401805,"Nanofabrication, growth and self assembly",2024-07-10
138a2b6018dca20a440f6cc592f8c9c5,401806,Nanomanufacturing,2024-07-10
784d63196eb69c073028a266f63cbf87,401807,Nanomaterials,2024-07-10
f6080dc1474478d5829c28c77c02f043,401808,Nanometrology,2024-07-10
e9b63d69d365b2d595fc34e6846450e0,401809,Nanophotonics,2024-07-10
77f0b732df904dd524de59a3c40c5a83,401810,Nanoscale characterisation,2024-07-10
b01eba714b5c336eb88a467a2a574c58,401899,Nanotechnology not elsewhere classified,2024-07-10
a77f34b3e8465af16780eb2de1e07557,401901,Electrometallurgy,2024-07-10
97a74af9b0d0334d884c12fd753b8889,401902,Geomechanics and resources geotechnical engineering,2024-07-10
ee03fe8f0d0d0fd8a0a28afad702f2d5,401903,Hydrometallurgy,2024-07-10
757476ad6e44976cf653cf6fdcf26668,401904,Mineral processing/beneficiation,2024-07-10
f94b7766cedfad32ba0dc73069d5e89f,401905,Mining engineering,2024-07-10
3c69866cd7056f9354b7a38c7a449439,401906,Nuclear engineering (incl. fuel enrichment and waste processing and storage),2024-07-10
09be1380b8552dbd80aec2c8c3824500,401907,Petroleum and reservoir engineering,2024-07-10
40ba979976cd97989d1179a49d29ca01,401908,Pyrometallurgy,2024-07-10
58487d920365b54de78d8caf46dd693d,401999,Resources engineering and extractive metallurgy not elsewhere classified,2024-07-10
d3a5bf496f5eaa38dd03b0764e94866e,409901,Agricultural engineering,2024-07-10
01c0b44847b9beaad2d0e7267c03ec70,409902,Engineering instrumentation,2024-07-10
5331f9ec8b21dac92d6f28fb87de3a39,409903,Granular mechanics,2024-07-10
a1fdc067048f915e5cbb54fd77592829,409999,Other engineering not elsewhere classified,2024-07-10
4ec38ea0854de598d2a989a5faca238f,410101,Carbon sequestration science,2024-07-10
64e97b60052eb0d4c9c27a01d81aed17,410102,Ecological impacts of climate change and ecological adaptation,2024-07-10
473a4a6fd93493bb44944506f9283394,410103,Human impacts of climate change and human adaptation,2024-07-10
cff13947d4af61df847e8eb493b9ffe5,410199,Climate change impacts and adaptation not elsewhere classified,2024-07-10
9ba878d10606d25b55112d3128826f67,410201,Bioavailability and ecotoxicology,2024-07-10
9cf7eb85adfd00243a2d3963d091eb62,410202,Biosecurity science and invasive species ecology,2024-07-10
e6627c57ec25f931e0c332cdcbe8f892,410203,Ecosystem function,2024-07-10
2d0402b93d36d9d65db91a5cb9b7e60a,410204,Ecosystem services (incl. pollination),2024-07-10
98cbd368a883e4081e7bc6451316b2e2,410205,Fire ecology,2024-07-10
e574a791e4039c9529405d71f91e1fb8,410206,Landscape ecology,2024-07-10
1a26401d3b67acf80d30da918094bec1,410299,Ecological applications not elsewhere classified,2024-07-10
3733a2b6fe02edfe80eb357dd34c58ce,410301,Biodiscovery,2024-07-10
4ddbd699f74b1f1376cdf0be91081bcc,410302,Biological control,2024-07-10
7824fe5b5fa3e367b85781d1196f0883,410303,Bioremediation,2024-07-10
4dd7aacd1961ebd285ebd81202140573,410304,Environmental biotechnology diagnostics (incl. biosensors),2024-07-10
122d211aaea1707463cc5dce3f7ed3d7,410305,Environmental marine biotechnology,2024-07-10
78341982e66b43a57ab4429c6136d72f,410306,Environmental nanotechnology and nanometrology,2024-07-10
dede2a4e5679dcf78bb86ea7257e9e81,410399,Environmental biotechnology not elsewhere classified,2024-07-10
a5083cea6ec4f81c0411338294e31646,410401,Conservation and biodiversity,2024-07-10
19ca5da92a57b574c30308593627f10e,410402,Environmental assessment and monitoring,2024-07-10
b114d3315f16a70843a24116eb3c569b,410403,Environmental education and extension,2024-07-10
0ca0608f91f40be55036eb2e26b7a1fa,410404,Environmental management,2024-07-10
54e093da03848ad86b3d82cecfb05f27,410405,Environmental rehabilitation and restoration,2024-07-10
9cce8e91693623f74e90af1065fea4a6,410406,Natural resource management,2024-07-10
463dabe6d8cd38dfda13329cad015cc0,410407,Wildlife and habitat management,2024-07-10
ad9d3aeee68b0a0f704359604e62d255,410499,Environmental management not elsewhere classified,2024-07-10
0de8284afc183a79ddf6ff119c68ccad,410501,Environmental biogeochemistry,2024-07-10
a553fdb0087d5a2221c9f70495a13bd9,410502,Noise and wave pollution processes and measurement,2024-07-10
6e055440636763a749148af96cc8d8b1,410503,Groundwater quality processes and contaminated land assessment,2024-07-10
c0e0da2c435395aa52ddb79f94af4bce,410504,Surface water quality processes and contaminated sediment assessment,2024-07-10
9af5d558975a0514ae2c6738d376d964,410599,Pollution and contamination not elsewhere classified,2024-07-10
636c7ae2d7fba77afd010b5aff97224b,410601,Land capability and soil productivity,2024-07-10
4757ac328a5363597712ecb460569717,410602,Pedology and pedometrics,2024-07-10
117ec9757a6754b7ebd5c7a6f3be8713,410603,Soil biology,2024-07-10
3b33ecc24864471486e60c403baba4b4,410604,Soil chemistry and soil carbon sequestration (excl. carbon sequestration science),2024-07-10
ffa8c3a08e364534d7d8b44582079571,410605,Soil physics,2024-07-10
8e659692ee3f42fb59654b4e2e7a55c8,410699,Soil sciences not elsewhere classified,2024-07-10
f38e80d6d763d4ba0ed7cc6264216ac8,419999,Other environmental sciences not elsewhere classified,2024-07-10
3e4908d08b916e3d847007c0303a299f,420101,Arts therapy,2024-07-10
d23e50f972644231f50e151345ef5470,420102,Audiology,2024-07-10
98ffd0b97f2555d4793129c530a67ea3,420103,Music therapy,2024-07-10
5684ad2e8f65971748ef21491a6408ed,420104,Occupational therapy,2024-07-10
e57da962d51c1821730e590cbd5b8bbe,420105,Orthoptics,2024-07-10
6472667c54c5590b04df411b3a172001,420106,Physiotherapy,2024-07-10
c4c197ed77bea854c6f148059567ec13,420107,Podiatry,2024-07-10
f699a8a5dcb86ae1165eea7150e36f7a,420108,Prosthetics and orthotics,2024-07-10
220b890ab9ec70731b6bc1af2269d6d3,420109,Rehabilitation,2024-07-10
ea0b1e5fcd889e3f8d585cade7e7fc1e,420110,Speech pathology,2024-07-10
ba38833ded899f307ef2e5925521bf65,420199,Allied health and rehabilitation science not elsewhere classified,2024-07-10
65ce9a05680f7ff3339a68cc1eac2330,420201,Behavioural epidemiology,2024-07-10
ad3f31e86e61d2fac8f9a258fbd02ffa,420202,Disease surveillance,2024-07-10
770efcbab4cc6b8654fb9e0a9529d435,420203,Environmental epidemiology,2024-07-10
5caf209759973ce8c8c1f43841a97697,420204,Epidemiological methods,2024-07-10
